workflow,algorithm,propagation_model,budget,seeds,coverage,expected_propagation_time,full_activation_probability,broadcast_cost,optimized_cost,estimated_savings
research_writer_verifier,cost-aware-greedy,zero-forcing,2,"['verifier', 'planner']",0.5,1.0,0.0,8700,2155.0,0.7522988505747127
debate_judge,random,independent-cascade,2,"['agent_b', 'agent_a']",0.6666666666666666,2.0,0.0,8850,3987.5,0.5494350282485876
debate_judge,degree,independent-cascade,2,"['judge', 'prompt']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,pagerank,independent-cascade,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,betweenness,independent-cascade,2,"['judge', 'agent_a']",0.5,1.0,0.0,8850,2987.5,0.6624293785310734
debate_judge,greedy,independent-cascade,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,celf,independent-cascade,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,cost-aware-greedy,independent-cascade,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,random,linear-threshold,2,"['agent_b', 'agent_a']",0.6666666666666666,2.0,0.0,8850,3987.5,0.5494350282485876
debate_judge,degree,linear-threshold,2,"['judge', 'prompt']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,pagerank,linear-threshold,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,betweenness,linear-threshold,2,"['judge', 'agent_a']",0.5,1.0,0.0,8850,2987.5,0.6624293785310734
debate_judge,greedy,linear-threshold,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,celf,linear-threshold,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,cost-aware-greedy,linear-threshold,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,random,bootstrap-percolation,2,"['agent_b', 'agent_a']",0.5,1.0,0.0,8850,3650.0,0.5875706214689266
debate_judge,degree,bootstrap-percolation,2,"['judge', 'prompt']",0.3333333333333333,0.0,0.0,8850,1900.0,0.7853107344632768
debate_judge,pagerank,bootstrap-percolation,2,"['prompt', 'judge']",0.3333333333333333,0.0,0.0,8850,1900.0,0.7853107344632768
debate_judge,betweenness,bootstrap-percolation,2,"['judge', 'agent_a']",0.3333333333333333,0.0,0.0,8850,2650.0,0.7005649717514124
debate_judge,greedy,bootstrap-percolation,2,"['prompt', 'agent_a']",0.3333333333333333,0.0,0.0,8850,2600.0,0.7062146892655368
debate_judge,celf,bootstrap-percolation,2,"['agent_a', 'agent_b']",0.5,1.0,0.0,8850,3650.0,0.5875706214689266
debate_judge,cost-aware-greedy,bootstrap-percolation,2,"['prompt', 'judge']",0.3333333333333333,0.0,0.0,8850,1900.0,0.7853107344632768
debate_judge,random,randomized-zero-forcing,2,"['agent_b', 'agent_a']",0.6666666666666666,0.9,0.0,8850,3987.5,0.5494350282485876
debate_judge,degree,randomized-zero-forcing,2,"['judge', 'prompt']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,pagerank,randomized-zero-forcing,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,betweenness,randomized-zero-forcing,2,"['judge', 'agent_a']",0.5,1.0,0.0,8850,2987.5,0.6624293785310734
debate_judge,greedy,randomized-zero-forcing,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,celf,randomized-zero-forcing,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,cost-aware-greedy,randomized-zero-forcing,2,"['prompt', 'judge']",1.0,1.0,1.0,8850,6347.5,0.2827683615819209
debate_judge,random,zero-forcing,2,"['agent_b', 'agent_a']",0.6666666666666666,2.0,0.0,8850,3987.5,0.5494350282485876
debate_judge,degree,zero-forcing,2,"['judge', 'prompt']",0.5,1.0,0.0,8850,2237.5,0.7471751412429378
debate_judge,pagerank,zero-forcing,2,"['prompt', 'judge']",0.5,1.0,0.0,8850,2237.5,0.7471751412429378
debate_judge,betweenness,zero-forcing,2,"['judge', 'agent_a']",0.5,1.0,0.0,8850,2987.5,0.6624293785310734
debate_judge,greedy,zero-forcing,2,"['agent_a', 'prompt']",0.6666666666666666,2.0,0.0,8850,3737.5,0.577683615819209
debate_judge,celf,zero-forcing,2,"['agent_a', 'agent_b']",0.6666666666666666,2.0,0.0,8850,3987.5,0.5494350282485876
debate_judge,cost-aware-greedy,zero-forcing,2,"['judge', 'prompt']",0.5,1.0,0.0,8850,2237.5,0.7471751412429378
rag_pipeline,random,independent-cascade,2,"['summarizer', 'retriever']",0.8333333333333334,3.0,0.0,7200,4825.0,0.3298611111111111
rag_pipeline,degree,independent-cascade,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,pagerank,independent-cascade,2,"['query', 'retriever']",1.0,3.0,1.0,7200,4925.0,0.3159722222222222
rag_pipeline,betweenness,independent-cascade,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,greedy,independent-cascade,2,"['query', 'reasoner']",1.0,2.0,1.0,7200,5380.0,0.25277777777777777
rag_pipeline,celf,independent-cascade,2,"['query', 'reasoner']",1.0,2.0,1.0,7200,5380.0,0.25277777777777777
rag_pipeline,cost-aware-greedy,independent-cascade,2,"['query', 'retriever']",1.0,3.0,1.0,7200,4925.0,0.3159722222222222
rag_pipeline,random,linear-threshold,2,"['summarizer', 'retriever']",0.8333333333333334,3.0,0.0,7200,4825.0,0.3298611111111111
rag_pipeline,degree,linear-threshold,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,pagerank,linear-threshold,2,"['query', 'retriever']",1.0,4.0,1.0,7200,4925.0,0.3159722222222222
rag_pipeline,betweenness,linear-threshold,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,greedy,linear-threshold,2,"['query', 'reasoner']",1.0,2.0,1.0,7200,5380.0,0.25277777777777777
rag_pipeline,celf,linear-threshold,2,"['query', 'reasoner']",1.0,2.0,1.0,7200,5380.0,0.25277777777777777
rag_pipeline,cost-aware-greedy,linear-threshold,2,"['query', 'retriever']",1.0,4.0,1.0,7200,4925.0,0.3159722222222222
rag_pipeline,random,bootstrap-percolation,2,"['summarizer', 'retriever']",0.5,1.0,0.0,7200,3740.0,0.48055555555555557
rag_pipeline,degree,bootstrap-percolation,2,"['reasoner', 'retriever']",0.3333333333333333,0.0,0.0,7200,2500.0,0.6527777777777778
rag_pipeline,pagerank,bootstrap-percolation,2,"['query', 'retriever']",0.3333333333333333,0.0,0.0,7200,1450.0,0.7986111111111112
rag_pipeline,betweenness,bootstrap-percolation,2,"['reasoner', 'retriever']",0.3333333333333333,0.0,0.0,7200,2500.0,0.6527777777777778
rag_pipeline,greedy,bootstrap-percolation,2,"['query', 'retriever']",0.3333333333333333,0.0,0.0,7200,1450.0,0.7986111111111112
rag_pipeline,celf,bootstrap-percolation,2,"['query', 'reasoner']",0.3333333333333333,0.0,0.0,7200,1900.0,0.7361111111111112
rag_pipeline,cost-aware-greedy,bootstrap-percolation,2,"['query', 'retriever']",0.3333333333333333,0.0,0.0,7200,1450.0,0.7986111111111112
rag_pipeline,random,randomized-zero-forcing,2,"['summarizer', 'retriever']",0.8333333333333334,3.0,0.0,7200,4825.0,0.3298611111111111
rag_pipeline,degree,randomized-zero-forcing,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,pagerank,randomized-zero-forcing,2,"['query', 'retriever']",1.0,3.35,1.0,7200,4925.0,0.3159722222222222
rag_pipeline,betweenness,randomized-zero-forcing,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,greedy,randomized-zero-forcing,2,"['query', 'reasoner']",1.0,2.0,1.0,7200,5380.0,0.25277777777777777
rag_pipeline,celf,randomized-zero-forcing,2,"['query', 'reasoner']",1.0,2.0,1.0,7200,5380.0,0.25277777777777777
rag_pipeline,cost-aware-greedy,randomized-zero-forcing,2,"['query', 'retriever']",1.0,3.75,1.0,7200,4925.0,0.3159722222222222
rag_pipeline,random,zero-forcing,2,"['summarizer', 'retriever']",0.8333333333333334,3.0,0.0,7200,4825.0,0.3298611111111111
rag_pipeline,degree,zero-forcing,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,pagerank,zero-forcing,2,"['query', 'retriever']",0.3333333333333333,0.0,0.0,7200,1450.0,0.7986111111111112
rag_pipeline,betweenness,zero-forcing,2,"['reasoner', 'retriever']",0.8333333333333334,2.0,0.0,7200,5085.0,0.29375
rag_pipeline,greedy,zero-forcing,2,"['summarizer', 'query']",1.0,3.0,1.0,7200,5120.0,0.28888888888888886
rag_pipeline,celf,zero-forcing,2,"['summarizer', 'query']",1.0,3.0,1.0,7200,5120.0,0.28888888888888886
rag_pipeline,cost-aware-greedy,zero-forcing,2,"['query', 'summarizer']",1.0,3.0,1.0,7200,5120.0,0.28888888888888886
tool_use_pipeline,random,independent-cascade,2,"['code_tool', 'search_tool']",0.8333333333333334,2.0,0.0,7050,3990.0,0.4340425531914894
tool_use_pipeline,degree,independent-cascade,2,"['code_tool', 'tester']",0.5,1.0,0.0,7050,2787.5,0.6046099290780141
tool_use_pipeline,pagerank,independent-cascade,2,"['planner', 'code_tool']",1.0,2.0,1.0,7050,5165.0,0.2673758865248227
tool_use_pipeline,betweenness,independent-cascade,2,"['analyst', 'code_tool']",0.6666666666666666,1.0,0.0,7050,3720.0,0.4723404255319149
tool_use_pipeline,greedy,independent-cascade,2,"['planner', 'search_tool']",1.0,2.0,1.0,7050,5067.5,0.28120567375886524
tool_use_pipeline,celf,independent-cascade,2,"['planner', 'analyst']",1.0,2.0,1.0,7050,5522.5,0.21666666666666667
tool_use_pipeline,cost-aware-greedy,independent-cascade,2,"['planner', 'search_tool']",1.0,2.0,1.0,7050,5067.5,0.28120567375886524
tool_use_pipeline,random,linear-threshold,2,"['code_tool', 'search_tool']",0.8333333333333334,2.0,0.0,7050,3990.0,0.4340425531914894
tool_use_pipeline,degree,linear-threshold,2,"['code_tool', 'tester']",0.5,1.0,0.0,7050,2787.5,0.6046099290780141
tool_use_pipeline,pagerank,linear-threshold,2,"['planner', 'code_tool']",1.0,2.0,1.0,7050,5165.0,0.2673758865248227
tool_use_pipeline,betweenness,linear-threshold,2,"['analyst', 'code_tool']",0.6666666666666666,1.0,0.0,7050,3720.0,0.4723404255319149
tool_use_pipeline,greedy,linear-threshold,2,"['planner', 'search_tool']",1.0,2.0,1.0,7050,5067.5,0.28120567375886524
tool_use_pipeline,celf,linear-threshold,2,"['planner', 'analyst']",1.0,2.0,1.0,7050,5522.5,0.21666666666666667
tool_use_pipeline,cost-aware-greedy,linear-threshold,2,"['planner', 'search_tool']",1.0,2.0,1.0,7050,5067.5,0.28120567375886524
tool_use_pipeline,random,bootstrap-percolation,2,"['code_tool', 'search_tool']",0.3333333333333333,0.0,0.0,7050,1150.0,0.8368794326241135
tool_use_pipeline,degree,bootstrap-percolation,2,"['code_tool', 'tester']",0.3333333333333333,0.0,0.0,7050,2350.0,0.6666666666666666
tool_use_pipeline,pagerank,bootstrap-percolation,2,"['planner', 'code_tool']",0.3333333333333333,0.0,0.0,7050,1850.0,0.7375886524822695
tool_use_pipeline,betweenness,bootstrap-percolation,2,"['analyst', 'code_tool']",0.3333333333333333,0.0,0.0,7050,1850.0,0.7375886524822695
tool_use_pipeline,greedy,bootstrap-percolation,2,"['planner', 'tester']",0.5,1.0,0.0,7050,3127.5,0.5563829787234043
tool_use_pipeline,celf,bootstrap-percolation,2,"['analyst', 'code_tool']",0.3333333333333333,0.0,0.0,7050,1850.0,0.7375886524822695
tool_use_pipeline,cost-aware-greedy,bootstrap-percolation,2,"['search_tool', 'code_tool']",0.3333333333333333,0.0,0.0,7050,1150.0,0.8368794326241135
tool_use_pipeline,random,randomized-zero-forcing,2,"['code_tool', 'search_tool']",0.8333333333333334,2.0,0.0,7050,3990.0,0.4340425531914894
tool_use_pipeline,degree,randomized-zero-forcing,2,"['code_tool', 'tester']",0.5,0.35,0.0,7050,2787.5,0.6046099290780141
tool_use_pipeline,pagerank,randomized-zero-forcing,2,"['planner', 'code_tool']",1.0,2.5,1.0,7050,5165.0,0.2673758865248227
tool_use_pipeline,betweenness,randomized-zero-forcing,2,"['analyst', 'code_tool']",0.6666666666666666,1.55,0.0,7050,3720.0,0.4723404255319149
tool_use_pipeline,greedy,randomized-zero-forcing,2,"['planner', 'analyst']",1.0,2.65,1.0,7050,5522.5,0.21666666666666667
tool_use_pipeline,celf,randomized-zero-forcing,2,"['planner', 'analyst']",1.0,2.2,0.85,7050,5522.5,0.21666666666666667
tool_use_pipeline,cost-aware-greedy,randomized-zero-forcing,2,"['planner', 'search_tool']",1.0,2.6,0.8,7050,5067.5,0.28120567375886524
tool_use_pipeline,random,zero-forcing,2,"['code_tool', 'search_tool']",0.8333333333333334,2.0,0.0,7050,3990.0,0.4340425531914894
tool_use_pipeline,degree,zero-forcing,2,"['code_tool', 'tester']",0.5,1.0,0.0,7050,2787.5,0.6046099290780141
tool_use_pipeline,pagerank,zero-forcing,2,"['planner', 'code_tool']",1.0,2.0,1.0,7050,5165.0,0.2673758865248227
tool_use_pipeline,betweenness,zero-forcing,2,"['analyst', 'code_tool']",0.6666666666666666,1.0,0.0,7050,3720.0,0.4723404255319149
tool_use_pipeline,greedy,zero-forcing,2,"['search_tool', 'planner']",1.0,2.0,1.0,7050,5067.5,0.28120567375886524
tool_use_pipeline,celf,zero-forcing,2,"['code_tool', 'search_tool']",0.8333333333333334,2.0,0.0,7050,3990.0,0.4340425531914894
tool_use_pipeline,cost-aware-greedy,zero-forcing,2,"['search_tool', 'code_tool']",0.8333333333333334,2.0,0.0,7050,3990.0,0.4340425531914894
hub_and_spoke_supervisor,random,independent-cascade,2,"['summarizer', 'coder']",1.0,3.0,1.0,10500,7542.5,0.2816666666666667
hub_and_spoke_supervisor,degree,independent-cascade,2,"['supervisor', 'coder']",1.0,2.0,1.0,10500,7705.0,0.2661904761904762
hub_and_spoke_supervisor,pagerank,independent-cascade,2,"['supervisor', 'coder']",1.0,2.0,1.0,10500,7705.0,0.2661904761904762
hub_and_spoke_supervisor,betweenness,independent-cascade,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,greedy,independent-cascade,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,celf,independent-cascade,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,cost-aware-greedy,independent-cascade,2,"['researcher', 'verifier']",1.0,2.0,1.0,10500,7445.0,0.29095238095238096
hub_and_spoke_supervisor,random,linear-threshold,2,"['summarizer', 'coder']",1.0,3.0,1.0,10500,7542.5,0.2816666666666667
hub_and_spoke_supervisor,degree,linear-threshold,2,"['supervisor', 'coder']",1.0,2.0,1.0,10500,7705.0,0.2661904761904762
hub_and_spoke_supervisor,pagerank,linear-threshold,2,"['supervisor', 'coder']",1.0,2.0,1.0,10500,7705.0,0.2661904761904762
hub_and_spoke_supervisor,betweenness,linear-threshold,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,greedy,linear-threshold,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,celf,linear-threshold,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,cost-aware-greedy,linear-threshold,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,random,bootstrap-percolation,2,"['summarizer', 'coder']",0.42857142857142855,1.0,0.0,10500,4155.0,0.6042857142857143
hub_and_spoke_supervisor,degree,bootstrap-percolation,2,"['supervisor', 'coder']",0.2857142857142857,0.0,0.0,10500,3150.0,0.7
hub_and_spoke_supervisor,pagerank,bootstrap-percolation,2,"['supervisor', 'coder']",0.2857142857142857,0.0,0.0,10500,3150.0,0.7
hub_and_spoke_supervisor,betweenness,bootstrap-percolation,2,"['supervisor', 'verifier']",0.2857142857142857,0.0,0.0,10500,2600.0,0.7523809523809524
hub_and_spoke_supervisor,greedy,bootstrap-percolation,2,"['supervisor', 'researcher']",0.2857142857142857,0.0,0.0,10500,3150.0,0.7
hub_and_spoke_supervisor,celf,bootstrap-percolation,2,"['coder', 'critic']",0.42857142857142855,1.0,0.0,10500,4155.0,0.6042857142857143
hub_and_spoke_supervisor,cost-aware-greedy,bootstrap-percolation,2,"['verifier', 'researcher']",0.2857142857142857,0.0,0.0,10500,1950.0,0.8142857142857143
hub_and_spoke_supervisor,random,randomized-zero-forcing,2,"['summarizer', 'coder']",1.0,1.65,0.55,10500,7542.5,0.2816666666666667
hub_and_spoke_supervisor,degree,randomized-zero-forcing,2,"['supervisor', 'coder']",1.0,2.0,1.0,10500,7705.0,0.2661904761904762
hub_and_spoke_supervisor,pagerank,randomized-zero-forcing,2,"['supervisor', 'coder']",1.0,2.0,1.0,10500,7705.0,0.2661904761904762
hub_and_spoke_supervisor,betweenness,randomized-zero-forcing,2,"['supervisor', 'verifier']",1.0,1.0,1.0,10500,7607.5,0.2754761904761905
hub_and_spoke_supervisor,greedy,randomized-zero-forcing,2,"['coder', 'researcher']",1.0,1.8,0.6,10500,7542.5,0.2816666666666667
hub_and_spoke_supervisor,celf,randomized-zero-forcing,2,"['critic', 'summarizer']",1.0,1.2,0.4,10500,7542.5,0.2816666666666667
hub_and_spoke_supervisor,cost-aware-greedy,randomized-zero-forcing,2,"['researcher', 'verifier']",1.0,2.0,0.55,10500,7445.0,0.29095238095238096
